Rank;Name;Score;Federation;Gender;Rating;TPR;W-We;BH;SB
1;"Vogels, Mathijs";1.0;NED;M;1952;0;+0.00; 0.0; 0.0
2;"Kursten, Gwen";0.0;NED;F;0;1152;+0.50; 1.0; 0.0
3;"Young, Scott";0.0;NED;M;1833;0;+0.00; 0.0; 0.0
4;"Yildirim, Azra";0.0;NED;F;1718;0;+0.00; 0.0; 0.0
5;"Gang, Kevin Wan Ze";0.0;NED;M;1548;0;+0.00; 0.0; 0.0
6;"Esch, Nolan";0.0;NED;M;0;0;0; 0.0; 0.0
7;"Hompes, Roel";0.0;NED;M;0;0;0; 0.0; 0.0
8;"Patil, Advay";0.0;NED;M;0;0;0; 0.0; 0.0
