Rank;Name;Score;Federation;Gender;Rating;TPR;W-We;BH;SB
1;"Omnes, Zoë";1.0;NED;F;1455;2140;+0.34; 0.0; 0.0
2;"Leenen, Pomme";1.0;NED;F;1309;0;+0.00; 0.0; 0.0
3;"Udhaya Kumar, Medhini";1.0;NED;F;0;2020;+2.00; 0.0; 0.0
4;"Kannan, Aishwarya";1.0;NED;F;0;0;+2.00; 0.0; 0.0
5;"Penugurti, Advika Satya";0.0;FID;F;1340;655;-0.34; 1.0; 0.0
6;"Chaudhuri, Aarini";0.0;NED;F;1220;0;+0.00; 1.0; 0.0
7;"Mohan, Manaswini";0.0;NED;F;0;509;+1.00; 1.0; 0.0
8;"Rijal, Luna";0.0;NED;F;0 *;0;+2.00; 1.0; 0.0
